State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Haryana,ROHTAK,2009,Kharif     ,Moong(Green Gram),8.0,
Meghalaya,EAST GARO HILLS,2004,Whole Year ,Black pepper,58.0,96.0
Karnataka,BELGAUM,2003,Whole Year ,Pome Fruit,72.0,398.0
Punjab,FAZILKA,2012,Kharif     ,Bajra,1000.0,1000.0
Jammu and Kashmir ,KATHUA,2004,Kharif     ,Urad,3886.0,1171.0
Uttarakhand,CHAMPAWAT,2011,Whole Year ,Sugarcane,1.0,61.0
Uttar Pradesh,HATHRAS,2002,Kharif     ,Rice,13872.0,21805.0
Jammu and Kashmir ,UDHAMPUR,2002,Whole Year ,Tobacco,4.0,1.0
Mizoram,KOLASIB,2008,Whole Year ,Sugarcane,288.0,2344.0
Meghalaya,EAST GARO HILLS,2009,Kharif     ,Mesta,67.0,306.0
Kerala,IDUKKI,2012,Whole Year ,Potato,959.0,18758.0
Andhra Pradesh,SPSR NELLORE,2012,Kharif     ,Sapota,442.0,5835.0
Andhra Pradesh,PRAKASAM,2003,Rabi       ,Sesamum,575.0,117.0
Odisha,BALANGIR,2001,Kharif     ,Other Kharif pulses,4160.0,2130.0
Kerala,IDUKKI,2003,Kharif     ,Small millets,176.0,137.0
Odisha,KENDRAPARA,2013,Summer     ,Moong(Green Gram),20701.0,8073.4
Chhattisgarh,RAJNANDGAON,2005,Kharif     ,Rice,261961.0,357964.0
Bihar,SAMASTIPUR,1998,Kharif     ,Other Kharif pulses,2013.0,1453.0
Odisha,KORAPUT,2002,Kharif     ,Other Kharif pulses,1440.0,410.0
Odisha,BHADRAK,2012,Summer     ,Sesamum,79.0,17.1
Telangana ,RANGAREDDI,2013,Whole Year ,Coconut ,2.0,33.0
Bihar,PURBI CHAMPARAN,2009,Kharif     ,Ragi,36.0,25.0
Madhya Pradesh,NEEMUCH,2002,Rabi       ,Safflower,2.0,1.0
Uttar Pradesh,KHERI,2005,Whole Year ,Banana,49.0,1867.0
Arunachal Pradesh,TIRAP,2011,Kharif     ,Small millets,4556.0,3162.0
Telangana ,KHAMMAM,2006,Kharif     ,Other Kharif pulses,127.0,23.0
Bihar,SIWAN,1997,Whole Year ,Sweet potato,322.0,4246.0
Himachal Pradesh,KANGRA,2007,Kharif     ,Sannhamp,11.0,2.0
Chhattisgarh,RAIGARH,2007,Rabi       ,Masoor,144.0,45.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Rabi       ,Black pepper,409.0,98.0
Madhya Pradesh,DHAR,2003,Whole Year ,Grapes,1.0,0.0
Andhra Pradesh,CHITTOOR,2013,Rabi       ,Cowpea(Lobia),10.0,8.0
Meghalaya,RI BHOI,1998,Rabi       ,Other  Rabi pulses,40.0,25.0
Manipur,IMPHAL EAST,2000,Whole Year ,Sugarcane,10.0,320.0
Assam,CHIRANG,2013,Rabi       ,Sweet potato,125.0,442.0
Jammu and Kashmir ,UDHAMPUR,2001,Rabi       ,Linseed,7.0,3.0
Rajasthan,BHARATPUR,2006,Kharif     ,Castor seed,12.0,9.0
Karnataka,GADAG,2002,Whole Year ,Brinjal,325.0,2228.0
Chhattisgarh,RAIPUR,2009,Whole Year ,Cotton(lint),9.0,
Madhya Pradesh,JHABUA,2010,Whole Year ,Sweet potato,20.0,81.0
Punjab,MANSA,2009,Kharif     ,Groundnut,100.0,100.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2014,Kharif     ,Rice,13490.0,25181.0
Assam,TINSUKIA,2007,Kharif     ,Maize,985.0,591.0
Telangana ,RANGAREDDI,2002,Whole Year ,Tapioca,9.0,0.0
Kerala,KOTTAYAM,2002,Whole Year ,Pineapple,633.0,4586.0
Tamil Nadu,DINDIGUL,2002,Whole Year ,Apple,3.0,0.0
Manipur,CHANDEL,2002,Whole Year ,Tapioca,100.0,575.0
Tamil Nadu,THIRUVALLUR,2002,Kharif     ,Samai,3.0,2.0
Telangana ,ADILABAD,2001,Rabi       ,Sesamum,12841.0,2478.0
Uttar Pradesh,BANDA,2008,Kharif     ,Moong(Green Gram),2205.0,483.0
Madhya Pradesh,UJJAIN,2009,Whole Year ,Garlic,7217.0,27085.0
Bihar,NAWADA,2010,Kharif     ,Urad,42.0,37.0
Nagaland,KIPHIRE,2010,Kharif     ,Peas & beans (Pulses),160.0,200.0
Madhya Pradesh,ASHOKNAGAR,2007,Kharif     ,Niger seed,41.0,9.0
Chhattisgarh,RAIPUR,2000,Whole Year ,Onion,290.0,2078.0
Karnataka,DHARWAD,2006,Whole Year ,Mesta,59.0,79.0
Chhattisgarh,NARAYANPUR,2009,Kharif     ,Ragi,307.0,82.0
Haryana,PANCHKULA,2011,Whole Year ,Garlic,21.0,
Karnataka,HAVERI,2008,Whole Year ,Cashewnut,44.0,27.05
Uttarakhand,BAGESHWAR,2001,Rabi       ,Wheat,14639.0,18882.0
Himachal Pradesh,SHIMLA,1999,Kharif     ,Small millets,6572.0,6677.0
Rajasthan,BUNDI,2003,Kharif     ,Sesamum,11560.0,4969.0
Uttar Pradesh,DEORIA,2008,Kharif     ,Sesamum,105.0,17.0
Maharashtra,LATUR,1999,Summer     ,Maize,400.0,500.0
Tamil Nadu,DINDIGUL,2002,Whole Year ,Beet Root,30.0,0.0
Uttar Pradesh,BALLIA,2002,Rabi       ,Ragi,167.0,245.0
Haryana,AMBALA,2007,Rabi       ,Masoor,1077.0,700.0
Karnataka,BENGALURU URBAN,1997,Kharif     ,Arhar/Tur,6057.0,4131.0
Karnataka,MYSORE,2013,Summer     ,Ragi,540.0,1030.0
Andhra Pradesh,SRIKAKULAM,2003,Whole Year ,Bottle Gourd,53.0,0.0
Rajasthan,DAUSA,1999,Whole Year ,Potato,7.0,11.0
Haryana,FARIDABAD,2002,Kharif     ,Moong(Green Gram),109.0,0.0
Chhattisgarh,JANJGIR-CHAMPA,2002,Whole Year ,Potato,258.0,1651.0
Madhya Pradesh,CHHINDWARA,1998,Kharif     ,Small millets,53200.0,8600.0
Nagaland,TUENSANG,2002,Kharif     ,Other Kharif pulses,170.0,50.0
Andaman and Nicobar Islands,NICOBARS,2010,Rabi       ,Maize,3.84,18.22
Tamil Nadu,VIRUDHUNAGAR,1997,Whole Year ,Total foodgrain,73909.0,150270.0
Haryana,KAITHAL,2012,Kharif     ,Dry ginger,2.0,
Andhra Pradesh,VISAKHAPATANAM,2010,Whole Year ,Turmeric,1935.0,4882.0
Kerala,THIRUVANANTHAPURAM,2013,Whole Year ,Moong(Green Gram),19.0,
Mizoram,AIZAWL,2003,Kharif     ,Gram,3.0,3.0
Rajasthan,DUNGARPUR,2000,Kharif     ,Dry ginger,14.0,9.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2002,Kharif     ,Other Kharif pulses,2200.0,2136.0
Telangana ,ADILABAD,2001,Rabi       ,Wheat,3721.0,3327.0
Andhra Pradesh,EAST GODAVARI,2008,Kharif     ,Niger seed,30.0,13.0
Kerala,WAYANAD,1998,Whole Year ,Turmeric,197.0,553.0
Tamil Nadu,VILLUPURAM,2000,Kharif     ,Mesta,4.0,19.0
Andhra Pradesh,EAST GODAVARI,1999,Rabi       ,Ragi,103.0,180.0
Telangana ,MAHBUBNAGAR,2001,Rabi       ,Maize,866.0,3931.0
Kerala,PALAKKAD,2014,Whole Year ,Small millets,27.0,21.0
Telangana ,RANGAREDDI,2008,Rabi       ,Jowar,7036.0,15170.0
Nagaland,TUENSANG,2008,Rabi       ,Masoor,140.0,100.0
Meghalaya,RI BHOI,2011,Whole Year ,Turmeric,121.0,782.0
Andaman and Nicobar Islands,NICOBARS,2004,Whole Year ,Banana,66.42,404.12
Madhya Pradesh,HARDA,2002,Rabi       ,Barley,226.0,342.0
Rajasthan,DAUSA,2003,Whole Year ,Oilseeds total,42.0,0.0
Uttar Pradesh,ALLAHABAD,1998,Kharif     ,Ragi,4.0,5.0
Tamil Nadu,VIRUDHUNAGAR,2013,Kharif     ,Horse-gram,31.0,20.0
Puducherry,PONDICHERRY,2008,Rabi       ,Sweet potato,1.0,1.0
Tamil Nadu,DINDIGUL,2003,Whole Year ,Cauliflower,211.0,0.0
Chhattisgarh,SURGUJA,2008,Whole Year ,Garlic,561.0,1259.0
Andhra Pradesh,CHITTOOR,2001,Whole Year ,Sweet potato,188.0,2495.0
Madhya Pradesh,ASHOKNAGAR,2013,Rabi       ,Khesari,515.0,426.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2011,Winter     ,Maize,35.0,35.0
Gujarat,KHEDA,1998,Whole Year ,Onion,1100.0,32600.0
Punjab,BATHINDA,2003,Kharif     ,Bajra,1000.0,1000.0
Maharashtra,KOLHAPUR,2013,Whole Year ,Tobacco,1500.0,1800.0
Assam,KARIMGANJ,2003,Kharif     ,Maize,12.0,7.0
Assam,JORHAT,2013,Winter     ,Paddy,86181.0,178210.0
Chhattisgarh,RAIPUR,2003,Kharif     ,Cotton(lint),15.0,32.0
West Bengal,MALDAH,2003,Rabi       ,Barley,1706.0,2091.0
Nagaland,TUENSANG,2012,Kharif     ,Horse-gram,30.0,30.0
Tamil Nadu,VELLORE,2002,Whole Year ,Other Fresh Fruits,227.0,0.0
Nagaland,TUENSANG,2013,Kharif     ,Bean,210.0,280.0
Tamil Nadu,TIRUVANNAMALAI,2003,Whole Year ,Water Melon,33.0,0.0
Madhya Pradesh,HARDA,2006,Whole Year ,Coriander,188.0,59.0
Bihar,GOPALGANJ,2008,Kharif     ,Sannhamp,43.0,183.33
Andhra Pradesh,VISAKHAPATANAM,2013,Kharif     ,Sweet potato,45.0,395.0
Sikkim,NORTH DISTRICT,1998,Kharif     ,Rice,1404.0,1917.0
Haryana,JHAJJAR,2007,Kharif     ,Moong(Green Gram),30.0,
Chhattisgarh,SURGUJA,2003,Kharif     ,Sesamum,4573.0,1375.0
Andhra Pradesh,VISAKHAPATANAM,2012,Rabi       ,Cowpea(Lobia),526.0,481.0
Uttarakhand,PAURI GARHWAL,2006,Rabi       ,other oilseeds,4.0,
Tamil Nadu,MADURAI,2005,Rabi       ,Gram,106.0,63.0
Jammu and Kashmir ,SAMBA,2008,Rabi       ,Linseed,2.0,2.2
Odisha,MALKANGIRI,2013,Winter     ,Rice,89000.0,162000.0
Kerala,KASARAGOD,2002,Whole Year ,Other Fresh Fruits,650.0,0.0
Chhattisgarh,NARAYANPUR,2012,Rabi       ,Other  Rabi pulses,21.0,
Jammu and Kashmir ,UDHAMPUR,2014,Kharif     ,Onion,1.0,0.8
Gujarat,VALSAD,1998,Kharif     ,Ragi,9100.0,8500.0
Karnataka,TUMKUR,2003,Whole Year ,Pome Fruit,124.0,685.0
Meghalaya,EAST GARO HILLS,2005,Rabi       ,Gram,234.0,136.0
Kerala,PALAKKAD,2002,Whole Year ,Tea,852.0,2124.0
Tamil Nadu,CUDDALORE,2004,Kharif     ,Jowar,1327.0,524.0
Gujarat,NAVSARI,2010,Kharif     ,other oilseeds,700.0,200.0
Gujarat,KHEDA,2010,Rabi       ,Tobacco,11500.0,23800.0
Assam,LAKHIMPUR,2014,Rabi       ,Urad,2910.0,2213.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2002,Winter     ,Niger seed,20.0,23.0
Haryana,KARNAL,2001,Kharif     ,Horse-gram,137.0,0.0
Karnataka,BENGALURU URBAN,2002,Whole Year ,Other Fresh Fruits,775.0,2177.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2008,Kharif     ,Small millets,200.0,200.0
Assam,KOKRAJHAR,1997,Winter     ,Rice,57430.0,44832.0
Andhra Pradesh,VISAKHAPATANAM,2014,Kharif     ,Sapota,85.0,711.0
Jammu and Kashmir ,BARAMULLA,2002,Kharif     ,Small millets,220.0,40.0
Madhya Pradesh,BHOPAL,2002,Whole Year ,Bhindi,209.0,0.0
Andhra Pradesh,KURNOOL,2012,Kharif     ,Pome Granet,47.0,630.0
Punjab,FIROZEPUR,2009,Kharif     ,Cotton(lint),126000.0,417000.0
Andhra Pradesh,EAST GODAVARI,2000,Rabi       ,Groundnut,766.0,1206.0
Himachal Pradesh,HAMIRPUR,2006,Kharif     ,Sesamum,5.0,3.0
Assam,CHIRANG,2008,Rabi       ,Moong(Green Gram),118.0,48.0
Uttar Pradesh,KANPUR NAGAR,2004,Summer     ,Sunflower,1697.0,3316.0
Tripura,UNAKOTI,2013,Rabi       ,Rapeseed &Mustard,334.0,238.0
Telangana ,WARANGAL,2003,Whole Year ,Brinjal,531.0,6892.0
Meghalaya,EAST JAINTIA HILLS,2011,Kharif     ,Soyabean,413.0,535.0
Rajasthan,DHOLPUR,2001,Rabi       ,Linseed,3.0,3.0
Chhattisgarh,BALRAMPUR,2012,Rabi       ,Gram,963.0,1044.0
Haryana,ROHTAK,1997,Kharif     ,Other Kharif pulses,5500.0,4200.0
Andhra Pradesh,VISAKHAPATANAM,2014,Kharif     ,Cashewnut,29367.0,5638.0
Himachal Pradesh,SIRMAUR,2010,Whole Year ,Turmeric,34.0,18.0
Andhra Pradesh,EAST GODAVARI,2003,Whole Year ,Arecanut,6.0,4.0
Chhattisgarh,DANTEWADA,2001,Kharif     ,Small millets,57635.0,11692.0
Odisha,KALAHANDI,1999,Kharif     ,Niger seed,6240.0,2960.0
Rajasthan,RAJSAMAND,2008,Whole Year ,Dry chillies,360.0,188.0
Jammu and Kashmir ,GANDERBAL,2007,Kharif     ,Other Kharif pulses,72.0,37.0
Assam,BONGAIGAON,2010,Rabi       ,Moong(Green Gram),188.0,76.0
Telangana ,NIZAMABAD,2013,Rabi       ,Urad,865.0,848.0
Chandigarh,CHANDIGARH,2009,Kharif     ,Maize,30.0,65.0
Karnataka,KOLAR,2002,Whole Year ,Atcanut (Raw),72.0,486.0
Gujarat,PANCH MAHALS,2006,Whole Year ,Sugarcane,100.0,4000.0
Chhattisgarh,RAIGARH,2001,Whole Year ,Sannhamp,358.0,116.0
Madhya Pradesh,UJJAIN,2003,Whole Year ,Orange,38.0,0.0
Himachal Pradesh,CHAMBA,1999,Kharif     ,Moong(Green Gram),147.0,63.0
Arunachal Pradesh,TAWANG,2007,Whole Year ,Potato,500.0,3250.0
Karnataka,MYSORE,2014,Rabi       ,Onion,5.0,33.0
Karnataka,TUMKUR,2002,Whole Year ,Atcanut (Raw),14226.0,80460.0
Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Wheat,520.0,297.0
Kerala,KASARAGOD,1998,Whole Year ,Dry chillies,138.0,129.0
Chandigarh,CHANDIGARH,1998,Kharif     ,Arhar/Tur,8.0,8.0
Karnataka,SHIMOGA,2004,Kharif     ,Other Kharif pulses,378.0,163.0
Karnataka,RAICHUR,1998,Rabi       ,Linseed,395.0,128.0
Maharashtra,BEED,2003,Whole Year ,Mango,5394.0,9970.0
Assam,GOALPARA,2010,Kharif     ,Small millets,255.0,104.0
Telangana ,NIZAMABAD,2014,Rabi       ,Other  Rabi pulses,53.0,53.0
West Bengal,BANKURA,2003,Whole Year ,Coconut ,229.0,3352.8
Assam,KOKRAJHAR,2003,Rabi       ,other misc. pulses,170.0,80.0
Karnataka,DAVANGERE,2002,Whole Year ,Beans & Mutter(Vegetable),130.0,533.0
Bihar,KHAGARIA,2013,Rabi       ,Rapeseed &Mustard,2748.0,5271.0
Odisha,BOUDH,2006,Autumn     ,Urad,38.0,5.2
Odisha,JAGATSINGHAPUR,2000,Whole Year ,Coriander,170.0,80.0
Tamil Nadu,KANNIYAKUMARI,2002,Whole Year ,Drum Stick,7.0,0.0
Manipur,CHANDEL,2002,Kharif     ,Sesamum,30.0,20.0
Arunachal Pradesh,UPPER SUBANSIRI,1998,Whole Year ,Dry ginger,80.0,160.0
Uttarakhand,ALMORA,2014,Rabi       ,Lentil,929.0,693.0
Andhra Pradesh,GUNTUR,2009,Rabi       ,Onion,40.0,1068.0
Chhattisgarh,MAHASAMUND,2006,Kharif     ,Niger seed,1.0,
Sikkim,NORTH DISTRICT,2011,Kharif     ,Soyabean,300.0,250.0
Chhattisgarh,KABIRDHAM,2000,Kharif     ,Castor seed,7.0,2.0
Uttar Pradesh,LALITPUR,2012,Kharif     ,Dry ginger,642.0,3142.0
Madhya Pradesh,VIDISHA,2009,Whole Year ,Sannhamp,10.0,4.0
Assam,DHEMAJI,2013,Rabi       ,Pineapple,171.0,2559.0
Andhra Pradesh,SRIKAKULAM,2010,Whole Year ,Ginger,76.0,709.0
Telangana ,KARIMNAGAR,2003,Whole Year ,Brinjal,389.0,5049.0
Madhya Pradesh,CHHINDWARA,2013,Kharif     ,Niger seed,8912.0,4097.0
Telangana ,WARANGAL,2005,Whole Year ,Sweet potato,55.0,463.0
Kerala,KASARAGOD,2002,Whole Year ,Other Vegetables,1075.0,0.0
West Bengal,PURULIA,2006,Kharif     ,Ragi,132.0,33.0
Odisha,BHADRAK,1997,Autumn     ,Paddy,942.0,1365.0
Andhra Pradesh,CHITTOOR,2002,Whole Year ,Other Fresh Fruits,114.0,153.0
Mizoram,LUNGLEI,2002,Rabi       ,Other  Rabi pulses,218.0,374.0
Telangana ,KARIMNAGAR,2004,Kharif     ,Dry chillies,9411.0,13062.0
Uttarakhand,UTTAR KASHI,2008,Kharif     ,Ragi,6157.0,10995.0
Uttarakhand,HARIDWAR,2000,Whole Year ,Tobacco,27.0,145.0
Punjab,HOSHIARPUR,2009,Kharif     ,Maize,67000.0,240000.0
Haryana,AMBALA,2002,Whole Year ,Other Fresh Fruits,113.0,1500.0
Karnataka,BELGAUM,2010,Whole Year ,Cashewnut,896.0,657.0
Mizoram,CHAMPHAI,2002,Kharif     ,Soyabean,117.0,94.0
Tripura,UNAKOTI,2013,Kharif     ,Rice,17245.0,47041.0
Haryana,YAMUNANAGAR,1999,Rabi       ,Sunflower,620.0,900.0
Assam,DIBRUGARH,1998,Rabi       ,Other  Rabi pulses,3607.0,1667.0
Assam,KARIMGANJ,2010,Whole Year ,Black pepper,253.0,402.0
Andhra Pradesh,VISAKHAPATANAM,2010,Rabi       ,Dry chillies,1003.0,3443.0
Madhya Pradesh,VIDISHA,2002,Whole Year ,Beans & Mutter(Vegetable),63.0,0.0
Andhra Pradesh,VIZIANAGARAM,2003,Whole Year ,Beans & Mutter(Vegetable),456.0,3121.0
Madhya Pradesh,RATLAM,2002,Rabi       ,Barley,13.0,29.0
Himachal Pradesh,KANGRA,1998,Kharif     ,Urad,3124.0,1628.0
Tamil Nadu,KANNIYAKUMARI,2007,Whole Year ,Black pepper,90.0,14.0
Telangana ,WARANGAL,2003,Whole Year ,Mango,5848.0,17697.0
Andhra Pradesh,KADAPA,2005,Whole Year ,Coriander,9899.0,4940.0
West Bengal,NADIA,1999,Autumn     ,Dry chillies,1720.0,2408.0
Tamil Nadu,VELLORE,2002,Whole Year ,Sweet potato,4.0,55.0
Nagaland,KIPHIRE,2011,Rabi       ,Rapeseed &Mustard,1190.0,1200.0
Rajasthan,TONK,2003,Whole Year ,Citrus Fruit,66.0,0.0
Haryana,KURUKSHETRA,2007,Rabi       ,Peas & beans (Pulses),27.0,
Punjab,AMRITSAR,1997,Kharif     ,Urad,600.0,200.0
Andhra Pradesh,KADAPA,2002,Whole Year ,Citrus Fruit,6057.0,30751.0
Tamil Nadu,COIMBATORE,2009,Whole Year ,Turmeric,1285.0,7507.0
Haryana,YAMUNANAGAR,2010,Rabi       ,Other  Rabi pulses,102.0,
Maharashtra,SATARA,2004,Rabi       ,Other Cereals & Millets,400.0,100.0
Nagaland,DIMAPUR,2005,Kharif     ,Niger seed,310.0,300.0
Tripura,SEPAHIJALA,2014,Kharif     ,Moong(Green Gram),41.0,22.0
Puducherry,YANAM,2012,Rabi       ,Moong(Green Gram),36.0,21.0
West Bengal,DARJEELING,2007,Summer     ,Moong(Green Gram),128.0,60.0
Tamil Nadu,TIRUNELVELI,2006,Whole Year ,Moong(Green Gram),9537.0,6634.0
Kerala,KASARAGOD,2008,Kharif     ,Other Cereals & Millets,1.0,1.0
Nagaland,KOHIMA,2011,Kharif     ,Sunflower,50.0,50.0
Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Potato,77.0,1442.0
Karnataka,UTTAR KANNAD,2010,Whole Year ,Black pepper,408.0,96.1
Gujarat,NAVSARI,2004,Kharif     ,Groundnut,200.0,200.0
Uttar Pradesh,KHERI,2009,Rabi       ,Barley,286.0,397.0
Meghalaya,WEST GARO HILLS,2010,Rabi       ,Wheat,347.0,653.0
Sikkim,EAST DISTRICT,2002,Rabi       ,Wheat,2530.0,3310.0
Himachal Pradesh,SHIMLA,2007,Kharif     ,Other Kharif pulses,1407.0,470.0
Karnataka,MANDYA,2013,Kharif     ,Sesamum,5005.0,2610.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2012,Winter     ,Sesamum,39.0,39.0
Sikkim,EAST DISTRICT,2005,Rabi       ,Other Cereals & Millets,560.0,500.0
Gujarat,PANCH MAHALS,1998,Whole Year ,Pulses total,122900.0,119600.0
West Bengal,JALPAIGURI,1997,Rabi       ,Oilseeds total,1250800.0,561400.0
Meghalaya,WEST GARO HILLS,2001,Kharif     ,Cotton(lint),4373.0,4139.0
Nagaland,TUENSANG,2010,Rabi       ,Barley,30.0,50.0
Himachal Pradesh,CHAMBA,2002,Kharif     ,Dry ginger,2.0,14.0
Karnataka,UDUPI,2010,Rabi       ,Urad,4677.0,2088.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2004,Winter     ,Sugarcane,1511.0,120880.0
Haryana,FATEHABAD,2002,Kharif     ,Sesamum,854.0,500.0
Jammu and Kashmir ,KATHUA,2002,Whole Year ,Other Vegetables,107.0,194.0
Tamil Nadu,RAMANATHAPURAM,2002,Whole Year ,Pome Fruit,54.0,283.0
Karnataka,BELGAUM,2000,Kharif     ,Groundnut,80929.0,77319.0
Manipur,CHURACHANDPUR,1998,Autumn     ,Cotton(lint),30.0,20.0
Jammu and Kashmir ,JAMMU,2002,Kharif     ,Sesamum,2256.0,1011.0
Maharashtra,JALGAON,2013,Kharif     ,Bajra,17700.0,20800.0
Madhya Pradesh,SHEOPUR,2006,Kharif     ,Urad,1148.0,254.0
Rajasthan,SIROHI,2004,Rabi       ,Barley,674.0,1605.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1998,Kharif     ,Groundnut,20.0,40.0
Karnataka,DAVANGERE,2013,Kharif     ,Ragi,9151.0,13492.0
Himachal Pradesh,KINNAUR,2006,Kharif     ,Small millets,1586.0,771.0
Puducherry,KARAIKAL,2000,Kharif     ,Rice,16647.0,40159.0
Chhattisgarh,MUNGELI,2014,Rabi       ,Castor seed,4.0,1.0
Punjab,HOSHIARPUR,2006,Rabi       ,Peas & beans (Pulses),300.0,300.0
Maharashtra,GADCHIROLI,1997,Kharif     ,Total foodgrain,1436.0,1526.0
Bihar,SITAMARHI,2000,Kharif     ,Dry ginger,1.0,2.0
Manipur,IMPHAL EAST,2002,Whole Year ,Citrus Fruit,58.0,406.0
Rajasthan,DUNGARPUR,2008,Kharif     ,Sesamum,1206.0,205.0
Chhattisgarh,SURGUJA,2000,Whole Year ,Tobacco,20.0,9.0
Manipur,IMPHAL EAST,2002,Whole Year ,Papaya,230.0,1610.0
Gujarat,BHARUCH,2007,Kharif     ,Jowar,5900.0,7000.0
Karnataka,BELGAUM,2006,Kharif     ,Castor seed,270.0,216.0
Andhra Pradesh,GUNTUR,2004,Rabi       ,Rapeseed &Mustard,1356.0,92.0
Karnataka,BIJAPUR,2004,Whole Year ,Banana,520.0,10514.0
Chhattisgarh,KOREA,2002,Kharif     ,Rice,66735.0,36098.0
Telangana ,RANGAREDDI,2008,Kharif     ,Small millets,23.0,13.0
Assam,NAGAON,2005,Kharif     ,Niger seed,288.0,147.0
Kerala,WAYANAD,2007,Kharif     ,Jowar,9.0,5.0
Chhattisgarh,BASTAR,2009,Kharif     ,Ragi,4616.0,1226.0
Bihar,AURANGABAD,2002,Rabi       ,Barley,2280.0,2503.0
Kerala,WAYANAD,2010,Whole Year ,Sugarcane,2.47,17.6
Rajasthan,KARAULI,1998,Whole Year ,Coriander,119.0,108.0
Odisha,PURI,2002,Rabi       ,Rapeseed &Mustard,60.0,5.3
Manipur,CHURACHANDPUR,2003,Whole Year ,Redish,15.0,134.0
Telangana ,WARANGAL,2008,Kharif     ,Soyabean,30.0,41.0
Odisha,DEOGARH,2011,Winter     ,Niger seed,1.0,0.1
Punjab,SANGRUR,2005,Kharif     ,Bajra,2000.0,2000.0
Assam,NAGAON,2011,Kharif     ,Orange,40.0,477.0
Uttarakhand,PITHORAGARH,2008,Rabi       ,Other  Rabi pulses,198.0,89.0
Madhya Pradesh,RAISEN,2005,Rabi       ,Horse-gram,1.0,
Manipur,UKHRUL,1998,Autumn     ,Soyabean,120.0,140.0
Telangana ,NIZAMABAD,2003,Kharif     ,Soyabean,607.0,959.0
Uttarakhand,ALMORA,2014,Kharif     ,Ginger,150.0,1361.0
Andhra Pradesh,CHITTOOR,2014,Kharif     ,Cabbage,120.0,3491.0
Telangana ,KHAMMAM,2003,Whole Year ,Bhindi,432.0,1728.0
Karnataka,BIDAR,2014,Whole Year ,Mesta,42.0,47.0
West Bengal,MEDINIPUR WEST,2014,Rabi       ,Other  Rabi pulses,135.0,57.0
Karnataka,BELGAUM,2002,Whole Year ,Grapes,536.0,11355.0
Bihar,ARARIA,2006,Rabi       ,Sunflower,2870.0,4163.0
Nagaland,WOKHA,2000,Rabi       ,Wheat,770.0,1600.0
Rajasthan,KOTA,2001,Rabi       ,Barley,798.0,2052.0
Uttarakhand,BAGESHWAR,2009,Rabi       ,Gram,10.0,7.0
Tamil Nadu,KARUR,2002,Whole Year ,Orange,1.0,2.0
Haryana,FATEHABAD,2011,Rabi       ,Barley,3064.0,12000.0
Gujarat,NAVSARI,2010,Rabi       ,Other  Rabi pulses,4400.0,3700.0
Rajasthan,BARAN,2010,Rabi       ,Gram,7628.0,12059.0
Arunachal Pradesh,EAST KAMENG,1997,Rabi       ,Groundnut,70.0,55.0
Tamil Nadu,KANCHIPURAM,2006,Whole Year ,Jowar,9.0,17.0
Odisha,BALANGIR,2004,Kharif     ,Small millets,3295.0,1634.0
Tamil Nadu,THIRUVALLUR,2003,Whole Year ,Pome Fruit,242.0,1699.0
West Bengal,MALDAH,2007,Rabi       ,Rapeseed &Mustard,36380.0,38573.0
Karnataka,UTTAR KANNAD,2008,Whole Year ,Black pepper,323.0,1369.0
Himachal Pradesh,SHIMLA,2005,Rabi       ,Gram,32.0,22.0
Assam,SONITPUR,1999,Whole Year ,Potato,6381.0,72919.0
Tamil Nadu,THENI,2002,Whole Year ,Grapes,1585.0,21435.0
Uttarakhand,HARIDWAR,2007,Kharif     ,Dry chillies,11.0,2.0
Tamil Nadu,SIVAGANGA,2002,Whole Year ,Lab-Lab,1.0,0.0
Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,Lemon,988.0,3824.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2012,Rabi       ,Other  Rabi pulses,2630.0,2630.0
Andhra Pradesh,KADAPA,2000,Kharif     ,other misc. pulses,33.0,8.0
Meghalaya,WEST KHASI HILLS,2000,Whole Year ,Turmeric,38.0,116.0
Goa,NORTH GOA,2008,Kharif     ,Rice,19974.0,47919.0
Punjab,LUDHIANA,1997,Kharif     ,Groundnut,1000.0,1000.0
Andhra Pradesh,SPSR NELLORE,1998,Rabi       ,Rice,183300.0,542300.0
Manipur,CHANDEL,1998,Autumn     ,Soyabean,30.0,40.0
Jammu and Kashmir ,PULWAMA,2007,Kharif     ,Dry chillies,85.0,100.0
Mizoram,KOLASIB,1998,Rabi       ,Other  Rabi pulses,112.0,117.0
Karnataka,KOLAR,2014,Kharif     ,Maize,439.0,1374.0
Manipur,IMPHAL EAST,2007,Kharif     ,Other Kharif pulses,180.0,90.0
